,Name,Run_ID,Avg RHL (mm),Max RHL (mm),Min RHL (mm),Total RHD (mm^{2}),Max RHL Segment Delta (mm),Max RHL Segment Pos (mm),Max RHD Segment Delta (mm),Max RHD Segment Pos (mm),Elongation Zone Distance (mm),Elongation Zone Start (mm),Elongation Zone Stop (mm),Elongation Zone Gradient,Root Thickness (mm),Root Length (mm)
0,Robigus_0005,Robigus,1.3619791666666667,1.9705882352941178,0.0,45.971741637831606,1.2745098039215685,18.03921568627451,0.20059592464436757,18.03921568627451,3.9215686274509802,1.3725490196078431,5.294117647058823,0.3667535610097469,0.915686274509804,18.823529411764707
0,Robigus_0004,Robigus,1.339907727797001,2.1568627450980395,0.0,39.87735486351403,2.0588235294117645,16.666666666666668,0.4117647058823529,16.666666666666668,7.450980392156863,0.19607843137254902,7.647058823529412,0.2235608540536517,0.962962962962963,16.666666666666668
0,Robigus_0001,Robigus,1.5146071851559413,2.343137254901961,0.13725490196078433,76.88629373317954,1.352941176470588,9.215686274509803,0.22385620915032678,9.215686274509803,5.88235294117647,0.19607843137254902,6.078431372549019,0.26228489305432623,0.803921568627451,29.215686274509803
0,Robigus_0006,Robigus,1.3656597774244832,1.9166666666666665,0.0,34.83391003460208,0.7843137254901961,8.823529411764707,0.14186851211072665,8.823529411764707,4.901960784313725,0.19607843137254902,5.098039215686274,0.30120795398934985,0.9,14.509803921568627
0,Robigus_0007,Robigus,1.4079994316567208,2.0784313725490193,0.0,33.67137639369473,1.235294117647059,12.941176470588236,0.17387543252595156,12.941176470588236,4.117647058823529,0.9803921568627451,5.098039215686274,0.3828021671239665,0.8543417366946778,13.529411764705882
0,Slejpner_0004,Slejpner,1.6046380090497736,2.156862745098039,0.5245098039215687,58.28806228373702,0.9607843137254901,1.9607843137254901,0.20886197616301422,1.7647058823529411,6.2745098039215685,0.19607843137254902,6.470588235294118,0.19162128173587112,1.069561157796452,20.392156862745097
0,Slejpner_0003,Slejpner,1.5115983893557423,2.122549019607843,0.16666666666666666,59.35428681276432,1.2745098039215685,1.7647058823529411,0.223760092272203,1.7647058823529411,4.117647058823529,0.19607843137254902,4.313725490196078,0.3576525587131494,0.9620630861040069,21.96078431372549
0,Slejpner_0001,Slejpner,1.5350036310820627,2.1176470588235294,0.0,72.67368319876971,0.6568627450980391,3.7254901960784315,0.11409073433294886,2.549019607843137,5.88235294117647,0.19607843137254902,6.078431372549019,0.30264163715042297,0.9243697478991597,26.470588235294116
0,Slejpner_0006,Slejpner,1.6392874222859875,2.4901960784313726,0.16176470588235295,47.10822760476739,1.7352941176470589,15.882352941176471,0.3313148788927336,16.07843137254902,5.098039215686274,0.19607843137254902,5.294117647058823,0.3084126806195234,1.1920415224913494,16.07843137254902
0,Slejpner_0005,Slejpner,1.3195352214960059,1.7892156862745099,0.0,24.87072279892349,0.7058823529411765,1.7647058823529411,0.1648404459823145,10.588235294117647,4.117647058823529,0.19607843137254902,4.313725490196078,0.3656709322851667,1.0606060606060606,10.588235294117647
