,Name,Run_ID,Avg RHL (mm),Max RHL (mm),Min RHL (mm),Total RHD (mm^{2}),Max RHL Segment Delta (mm),Max RHL Segment Delta Pos (mm),Max RHD Segment Delta (mm),Max RHD Segment Delta Pos (mm),Elongation Zone Distance (mm),Elongation Zone Start (mm),Elongation Zone Stop (mm),Elongation Zone Gradient,Root Thickness (mm),Root Length (mm)
0,soissons_0003,Soissons,1.4376212023270847,2.0,0.0,46.00480584390619,1.6274509803921569,17.647058823529413,0.2894079200307574,17.647058823529413,3.333333333333333,0.9803921568627451,4.313725490196078,0.5142912045843719,0.9886480908152734,17.84313725490196
0,soissons_0006,Soissons,1.4845811051693405,2.2401960784313726,0.0,28.277393310265282,0.7352941176470587,8.235294117647058,0.1318723567858516,10.784313725490197,3.9215686274509802,0.39215686274509803,4.313725490196078,0.5006846634597022,0.9215686274509803,10.784313725490197
0,soissons_0001,Soissons,1.5572512023677394,2.230392156862745,0.0,58.00855440215302,2.215686274509804,20.19607843137255,0.3751441753171857,20.392156862745097,3.529411764705882,0.5882352941176471,4.117647058823529,0.511238308653116,1.0110826939471442,20.784313725490197
0,soissons_0012,Soissons,1.6636601307189542,2.235294117647059,0.0,43.94550173010381,2.6470588235294117,1.1764705882352942,0.49855824682814304,1.1764705882352942,2.156862745098039,2.3529411764705883,4.509803921568627,0.40117253647355045,1.0900735294117647,14.705882352941176
0,soissons_0005,Soissons,1.6740522875816994,2.401960784313726,0.0,44.44405997693195,1.9607843137254901,14.509803921568627,0.3490965013456363,14.509803921568627,5.686274509803922,0.9803921568627451,6.666666666666667,0.3742576078674588,0.9424019607843137,14.705882352941176
0,soissons_0008,Soissons,1.4540732959850604,2.269607843137255,0.0,42.337946943483274,1.6274509803921569,16.470588235294116,0.30430603613994617,16.470588235294116,3.725490196078431,1.3725490196078431,5.098039215686274,0.4756389467615642,1.0212418300653596,16.470588235294116
0,soissons_0011,Soissons,1.31680123029604,1.946078431372549,0.0,23.64600153787005,0.6470588235294117,6.470588235294118,0.17204921184159938,10.0,3.5294117647058822,1.1764705882352942,4.705882352941177,0.5109622088028916,0.7531194295900178,10.0
0,soissons_0002,Soissons,1.3859995217599235,1.926470588235294,0.0,39.40051903114187,0.5392156862745099,9.411764705882353,0.15647827758554403,1.1764705882352942,2.5490196078431375,0.39215686274509803,2.9411764705882355,0.6653047390276949,0.9776688453159043,16.07843137254902
0,soissons_0010,Soissons,1.5035714285714286,2.0441176470588234,0.0,36.7822952710496,2.5784313725490198,0.9803921568627451,0.48260284505959244,0.9803921568627451,2.549019607843137,2.549019607843137,5.098039215686274,0.28760938244642076,1.04640522875817,13.72549019607843
0,soissons_0009,Soissons,1.4140715109573243,2.151960784313726,0.0,24.84534794309881,0.911764705882353,6.862745098039215,0.09573241061130333,6.862745098039215,2.941176470588235,0.9803921568627451,3.9215686274509802,0.6024540901502503,0.8796791443850268,10.0
0,soissons_0007,Soissons,1.4484351432880844,2.406862745098039,0.0,53.77441368704344,2.303921568627451,16.274509803921568,0.4282006920415225,17.058823529411764,5.490196078431373,0.5882352941176471,6.078431372549019,0.28646247594029195,1.1876114081996436,20.392156862745097
0,soissons_0014,Soissons,1.2236907421196326,1.9019607843137254,0.0,33.003748558246826,0.9803921568627451,6.470588235294118,0.15609381007304882,3.3333333333333335,4.509803921568627,0.9803921568627451,5.490196078431373,0.27693694905659505,0.9044117647058824,15.490196078431373
0,soissons_0013,Soissons,1.3108573216520651,1.9264705882352942,0.0,42.500480584390615,0.6568627450980391,7.254901960784314,0.23231449442522106,18.431372549019606,3.137254901960784,1.1764705882352942,4.313725490196078,0.4716943266205739,0.8797729618163055,18.431372549019606
