,Name,Run_ID,Avg RHL (mm),Max RHL (mm),Min RHL (mm),Total RHD (mm^{2}),Max RHL Segment Delta (mm),Max RHL Segment Pos (mm),Max RHD Segment Delta (mm),Max RHD Segment Pos (mm),Elongation Zone Distance (mm),Elongation Zone Start (mm),Elongation Zone Stop (mm),Elongation Zone Gradient,Root Thickness (mm),Root Length (mm)
0,dakter_0002_1,dakter,1.5069607843137254,2.313725490196078,0.0,52.59477124183007,1.0490196078431373,19.607843137254903,0.28191080353710113,19.607843137254903,8.823529411764707,0.5882352941176471,9.411764705882353,0.21322862780812818,0.7184873949579833,19.607843137254903
0,dakter_0003_2,dakter,1.3951098511693836,2.215686274509804,0.0,40.465782391387926,0.6176470588235297,15.882352941176471,0.09919261822376008,15.882352941176471,7.254901960784313,1.3725490196078431,8.627450980392156,0.24106949170992012,0.6862745098039216,16.274509803921568
0,dakter_0003_1,dakter,0.6976470588235295,0.7745098039215685,0.5294117647058824,6.613514033064206,1.3333333333333333,0.39215686274509803,0.2513456362937332,0.39215686274509803,1.176470588235294,0.7843137254901961,1.9607843137254901,0.12499999999999996,0.7118499573742539,4.901960784313726
0,dakter_0004,dakter,1.236640810170222,1.7647058823529411,0.0,39.89436755094194,1.6274509803921566,17.647058823529413,0.25836216839677045,17.84313725490196,5.882352941176471,1.5686274509803921,7.450980392156863,0.26235938471706866,0.8390092879256966,17.84313725490196
0,dakter_0005_1,dakter,0.8866074731779503,1.7058823529411764,0.0,16.22116493656286,0.5294117647058822,8.03921568627451,0.1276432141484045,9.607843137254902,7.254901960784313,1.3725490196078431,8.627450980392156,0.2280898641434075,0.6452762923351159,10.392156862745098
0,dakter_0001,dakter,1.2992530345471525,2.0784313725490198,0.0,36.986928104575156,1.7843137254901964,15.686274509803921,0.2615340253748558,15.686274509803921,6.2745098039215685,0.19607843137254902,6.470588235294118,0.22931575915770247,0.6499423298731257,16.470588235294116
0,dakter_0002_2,dakter,1.214752567693744,1.9901960784313726,0.0,27.119857747020376,0.803921568627451,12.352941176470589,0.22135717031910807,12.352941176470589,7.450980392156863,1.3725490196078431,8.823529411764707,0.23851522948807913,0.6862745098039216,12.352941176470589
0,dakter_0005_2,dakter,1.1680567749487853,1.9215686274509802,0.0,27.484236831987698,0.7254901960784312,12.352941176470589,0.13975394079200307,13.137254901960784,7.254901960784313,1.3725490196078431,8.627450980392156,0.24135458762646092,0.6022408963585434,13.137254901960784
0,hereward_0006,hereward,1.675034660328778,2.5392156862745097,0.10294117647058823,59.0121107266436,1.6274509803921566,19.019607843137255,0.2838331410995771,18.823529411764707,7.450980392156863,1.3725490196078431,8.823529411764707,0.27886795092085065,0.8618113912231559,19.41176470588235
0,hereward_0002,hereward,1.8762574595055415,2.6568627450980395,0.27450980392156865,76.77191464821223,1.5196078431372548,1.9607843137254901,0.3100730488273741,22.54901960784314,6.078431372549019,0.19607843137254902,6.2745098039215685,0.3221605387489002,1.1315359477124183,22.54901960784314
